term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Instructor Effectiveness: Valeria Ramdin,What is your overall rating of this instructor's teaching effectiveness?,6,4.67,4.64,4.6,5.0,5.0,5.0,4,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""N/A"", ""Some of the online videos and content were not easily available."", ""decent"", ""The course was great.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""The strengths of this instructor was her passion and knowledge of research."", ""Dr. Ramdin has such amazing research experience. Shs is professional and pushes you to do your best.  I found her support helpful in furthering my education in research. I also enjoyed the text and know I can use it for future reference."", ""She really loves what she does and that shows In each class, helping us understand and educate us on research."", ""Learn to do Research""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""I think this professor could have made this course better by allowing students to pick their own group members.  I also think that the professor should not jump between individual assignments and group assignments in class. It can get very confusing and while I understand the need to cover various topics, I think the indivdual assignment/material should be completed first before introducing the group assignments and going back and forth all the time."", ""I think the independent literature review should have been part of the group assignment on the topic that was selected. It seemed like a lot of front–end work on a separate subject that could have been done together to further understand the research project.  I would have also made the groups smaller and more evenly grouped. I also think there needed to be clearer directions with regard to where the class was headed during the semester.  Most of us thought we were conducting research and could not understand doing the independent literature review when the rest of the semester is focused on a group assignment."", ""n/a"", ""N/A""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""I have never had an interest in research and after this course, I dislike it even more given my experience with the group I was assigned. I understand the importance of learning to work with different people but I do not want my grade to suffer because of the different knowledge levels and understanding of the material. It is near impossible to get my group to communicate and understand the concepts. Half of my group members do not check the posted rubric and are not technically advanced enough to remember to check their school email for access to our group materials. This class has made me never want to complete a group project ever again. The professor is aware of the discrepencies amongst my group members but I refuse to let my grade suffer so she suggested I fix our group material to benefit everyones grade. I end up doing double the work almost every assignment and I think I would benefit from completing indivual assignments as it forces me to understand the concepts a bit more."", ""Very involving and knowledgeable.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I think this course would have been better for me if I was not participating in group work."", ""Research more and use other materials to help me.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 5, ""60-80%"": 0, ""40-60%"": 1, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-D01 Intro Research Method Hlthcare  (Valeria Ramdin),23,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 2, ""5-7"": 2, ""3-4"": 1, ""0-2"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,8,3.75,4.45,4.5,5.0,5.0,5.0,5,0,0,2,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,7,3.57,4.36,4.36,4.0,5.0,5.0,3,1,0,3,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,7,3.71,4.3,4.26,5.0,5.0,5.0,4,0,0,3,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,7,4.71,4.72,4.69,5.0,5.0,5.0,6,0,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,7,3.71,4.54,4.56,5.0,5.0,5.0,4,0,0,3,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,7,3.86,4.41,4.45,5.0,5.0,5.0,4,0,1,2,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,In-class sessions were helpful for learning.,7,3.43,4.25,4.29,3.0,5.0,5.0,2,1,3,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,7,3.43,4.3,4.36,3.0,5.0,5.0,2,1,3,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,This course was intellectually challenging.,7,3.71,4.36,4.38,4.0,5.0,5.0,3,1,2,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,I learned a lot in this course.,7,3.71,4.45,4.48,5.0,5.0,5.0,4,0,1,1,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor came to class prepared to teach.,7,4.43,4.62,4.6,5.0,5.0,5.0,5,0,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor used class time effectively.,7,4.43,4.58,4.51,5.0,5.0,5.0,5,0,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor clearly communicated ideas and information.,7,3.57,4.56,4.53,5.0,5.0,5.0,4,0,1,0,2,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor provided sufficient feedback.,7,4.14,4.58,4.52,5.0,5.0,5.0,5,0,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor fairly evaluated my performance.,7,4.14,4.64,4.6,5.0,5.0,5.0,5,0,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor was available to assist students outside of class.,7,4.14,4.63,4.6,5.0,5.0,5.0,5,0,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor facilitated a respectful and inclusive learning environment.,7,4.57,4.66,4.66,5.0,5.0,5.0,5,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor displayed enthusiasm for the course.,7,4.29,4.64,4.63,5.0,5.0,5.0,5,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Effectiveness: Kristy Rogers,What is your overall rating of this instructor's teaching effectiveness?,8,4.38,4.64,4.6,5.0,5.0,5.0,5,2,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""This course is a great way to develop a good understanding of writing, team work, and professional papers. However, like the real world you really have to pray for a good group pairing to have an easy flow through the course. I believe being online gives the group more autonomy for when group work needs to be completed however, I feel like there should be a requirement of in person meetings to ensure everyone in the group has the same expectations and understanding of roles. This course has taught me many individuals have different writing styles which can impact a flow of paper and there is a great portion of our cohort that struggles/doesn't understand APA, regardless of resources."", ""The grading for the course was VERY inconsistent between my peers and I. Rubrics were unclear and contained conflicting information on page limit requirements (two different page limits depending on which rubric you looked at). We submitted drafts for feedback before we got final grades from the instructor, and the drafts were not read, so the final assignment grade suffered for that. I would advise in the future to not have students turn in a draft for feedback as a submission to improve if the feedback will not be given."", ""This class felt like the ultimate waste of time.  Having group assignments on a weekly basis did not foster a sense of community it only fostered a sense of frustration.  Yes, we need to learn to work as a team but when your grade depends on your classmates it is really hard to find the patience for people who don't seem to have time for school work.  This class was poorly designed and did not help me learn anything about team work, writing or research. I did not watch a lecture or read a book for this class and I still got a very good grade.  It would be great to understand the goal of this class and rework it to something that feels like it is needed,"", ""na"", ""It was difficult to feel community with a group project class in an online platform. I think this class should meet once a week in person, to have time in person with group.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Dr. Rogers is one of the most brilliant minds Northeastern Charlotte has to offer. She is dedicated to her students and wants to help if any issues arise. I am lucky I was able to have her again throughout this program."", ""Dr. Rogers is very knowledgeable about nursing, and I enjoyed learning from her in maternity."", ""good communication""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Regarding assignment expectations, an example is that the rubric stated a 2–3 page limit, yet feedback indicated we needed to include two paragraphs for a specific section per the rubric. This creates confusion—if we adhere to the page limit, it’s difficult to meet the paragraph requirement; but if we expand to meet the paragraph requirement, we exceed the stated limit. It’s unclear whether the 2–3 pages is intended as a strict limit or more of a suggested minimum.I also believe this course would work better as an individual–assignment course. If it is to remain a group–based course, students should be allowed to choose their own group members if they already have a group in mind. Many students reported not being able to reach their group members until close to the deadline, which is unfair to those who complete their work in a timely manner. Additionally, coordinating schedules among group members in a hybrid ABSN program is especially challenging, as many students cannot meet synchronously. This makes it difficult to write a paper collaboratively in real time, leaving most groups to divide sections and compile them at the end. Providing a short PowerPoint or guide on effectively composing a paper under these circumstances—accounting for varying schedules and availability—would help set clear expectations and improve group outcomes."", ""I would suggest having groups meet in person/online meetings at least 1 for each group portion of the project so everyone is on the same page, or keeping track of what person is doing what within a group, many groups had individuals that chose easy portions or didn't do a lot of work which I think should contribute to their grade."", ""see comments above"", ""Help us understand why this course is needed and not a waste of time.  Setting us up into groups where some folks don't participate just creates frustration."", ""na""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""provide feedback on drafts for the project"", ""very helpful for group work assignments directions""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I could have stopped being a mediator for group satisfaction and saved myself the stress."", ""I could have emailed the instructor personally after each assignment to ask for feedback when it was not given."", ""prepared better for group writing"", ""Meet with my group in person more""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 5, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N01 Intro Research Method Hlthcare  (Kristy Rogers),24,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 1, ""8-10"": 1, ""5-7"": 1, ""3-4"": 3, ""0-2"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,5,3.8,4.45,4.5,4.0,5.0,5.0,2,1,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,5,3.0,4.36,4.36,3.0,5.0,5.0,1,0,3,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,5,3.6,4.3,4.26,4.0,5.0,5.0,1,3,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,5,4.2,4.72,4.69,4.0,5.0,5.0,2,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,5,4.2,4.54,4.56,4.0,5.0,5.0,2,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,5,3.2,4.41,4.45,3.0,5.0,5.0,1,1,2,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,In-class sessions were helpful for learning.,5,3.0,4.25,4.29,3.0,5.0,5.0,1,0,3,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,5,3.6,4.3,4.36,4.0,5.0,5.0,2,1,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,This course was intellectually challenging.,5,3.8,4.36,4.38,4.0,5.0,5.0,1,2,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Learning Related Questions,I learned a lot in this course.,5,3.2,4.45,4.48,3.0,5.0,5.0,2,0,1,1,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor came to class prepared to teach.,5,3.4,4.62,4.6,3.0,5.0,5.0,2,0,2,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor used class time effectively.,5,3.6,4.58,4.51,3.0,5.0,5.0,2,0,2,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor clearly communicated ideas and information.,5,3.4,4.56,4.53,3.0,5.0,5.0,1,1,2,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor provided sufficient feedback.,5,3.8,4.58,4.52,4.0,5.0,5.0,2,1,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor fairly evaluated my performance.,5,3.4,4.64,4.6,4.0,5.0,5.0,2,1,0,1,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor was available to assist students outside of class.,5,3.8,4.63,4.6,4.0,5.0,5.0,2,2,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor facilitated a respectful and inclusive learning environment.,5,3.8,4.66,4.66,4.0,5.0,5.0,2,1,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Related Questions: Kristy Rogers,The instructor displayed enthusiasm for the course.,5,3.6,4.64,4.63,4.0,5.0,5.0,2,1,1,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Instructor Effectiveness: Kristy Rogers,What is your overall rating of this instructor's teaching effectiveness?,5,3.6,4.64,4.6,4.0,5.0,5.0,2,1,0,2,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Too much information and not straightforward instruction. I felt like this was simply busy work to fill the semester. We already have degrees and therefore have already completed research term papers.  Fake surveys? Come on now, we are better than that!"", ""The instructor was organized, however the course itself was not well designed. The textbook is essentially another language, no one explains what the class is and WHY we are taking it, or what the goal of the course is. Group projects for the ENTIRE course – trash. One person in my group barely participated, yet she still \""earned\"" the same grade as the rest of the group. Groups did make the workload lighter, but it is inconvenient for those of us with full time jobs, children, etc.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Ha!"", ""I learned alot doing the research needed along with how to better collaborate and complete teamwork which will translate to the teamwork that needs to be done in the hospital setting."", ""Dr. Rogers is good at providing feedback, although sometimes it is conflicting with class assignments/rubric instructions.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Explain information and expectations."", ""Keep assignment directions aligned with announcement directions."", ""A lot needs to change in this course for it to be effective for students' learning. Overall, the course should be redesigned to be effective in the realm of nursing.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""This instructor is self centered and couldn't cate less about her students."", ""She did a great job showing examples of what she wanted when it came to papers. It was a great guide."", ""Group projects are not effective in the context of virtual courses. We are never asked for feedback on our groups, so there is not really a space for that to be expressed.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""The issues with the course did not pertain to the accountability of the students.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 1, ""60-80%"": 1, ""40-60%"": 1, ""20-40%"": 0, ""1-20%"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N02 Intro Research Method Hlthcare  (Kristy Rogers),24,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 2, ""5-7"": 1, ""3-4"": 0, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,5,4.6,4.45,4.5,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,5,4.6,4.36,4.36,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,5,4.4,4.3,4.26,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,5,4.6,4.72,4.69,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,4,4.75,4.54,4.56,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,5,4.8,4.41,4.45,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Learning Related Questions,In-class sessions were helpful for learning.,5,3.6,4.25,4.29,3.0,5.0,5.0,1,1,3,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,5,4.4,4.3,4.36,4.0,5.0,5.0,2,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Learning Related Questions,This course was intellectually challenging.,5,4.2,4.36,4.38,4.0,5.0,5.0,1,4,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Learning Related Questions,I learned a lot in this course.,5,4.2,4.45,4.48,4.0,5.0,5.0,2,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor came to class prepared to teach.,5,4.6,4.62,4.6,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor used class time effectively.,5,4.6,4.58,4.51,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor clearly communicated ideas and information.,5,4.8,4.56,4.53,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor provided sufficient feedback.,5,4.8,4.58,4.52,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor fairly evaluated my performance.,5,4.8,4.64,4.6,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor was available to assist students outside of class.,5,4.8,4.63,4.6,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor facilitated a respectful and inclusive learning environment.,5,4.8,4.66,4.66,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Related Questions: Tru Byrnes,The instructor displayed enthusiasm for the course.,5,4.8,4.64,4.63,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Instructor Effectiveness: Tru Byrnes,What is your overall rating of this instructor's teaching effectiveness?,5,4.8,4.64,4.6,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""this class made group work very easy"", ""I personally do not like group projects, but the information was very detailed and the divided sections made working in a group mush easier than other classes.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""n/a"", ""course is set up great. all of the assignments and their orders make sense"", ""I could tell Dr. Byrnes knew a lot about research methods and how to structure a paper on the topic"", ""The instructor provided detailed feedback for each assignment.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG5220-N03 Intro Research Method Hlthcare  (Tru Byrnes),24,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""n/a"", ""I'm sure the group requirement is something course related, but it is extremely challenging for an online course."", ""The course was very well done for an online course.""]",
